Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications
2006.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,22.0
2006.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,22.0
2006.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,668.0
2006.0,TUR,BEL,Türkiye,Belgium,G,Government,A,Appeal,P,Persons,0.0,112.0
2006.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,380.0
2006.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,10.0
2006.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,270.0
2006.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,82.0
2006.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,87.0
2006.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,42.0
2006.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,66.0
2006.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,39.0
2006.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,41.0
2006.0,TUR,FRA,Türkiye,France,G,Government,NR,New and repeat,P,Persons,0.0,3691.0
2006.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2758.0
2006.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,1406.0
2006.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,567.0
2006.0,TUR,DEU,Türkiye,Germany,G,Government,,New and appeal,P,Persons,0.0,1949.0
2006.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,1061.0
2006.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,90.0
2006.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,43.0
2006.0,TUR,IRL,Türkiye,Ireland,G,Government,A,Appeal,P,Persons,0.0,6.0
2006.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,7.0
2006.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,168.0
2006.0,TUR,ISR,Türkiye,Israel,J,Joint,N,New,C,Cases,0.0,126.0
2006.0,TUR,ITA,Türkiye,Italy,G,Government,NR,New and repeat,P,Persons,0.0,175.0
2006.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,149.0
2006.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,C,Cases,0.0,12.0
2006.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,8.0
2006.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,NR,New and repeat,P,Persons,0.0,11.0
2006.0,TUR,MLT,Türkiye,Malta,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,341.0
2006.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,96.0
2006.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,69.0
2006.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,5.0
2006.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,17.0
2006.0,TUR,PRT,Türkiye,Portugal,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,27.0
2006.0,TUR,ZAF,Türkiye,South Africa,G,Government,N,New,P,Persons,0.0,5.0
2006.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,17.0
2006.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,27.0
2006.0,TUR,SVN,Türkiye,Slovenia,G,Government,NR,New and repeat,P,Persons,0.0,62.0
2006.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,305.0
2006.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,693.0
2006.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,45.0
2006.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,18.0
2007.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,27.0
2007.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,38.0
2007.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,659.0
2007.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,250.0
2007.0,TUR,BGR,Türkiye,Bulgaria,G,Government,NR,New and repeat,P,Persons,0.0,13.0
2007.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,172.0
2007.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,37.0
2007.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,46.0
2007.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,117.0
2007.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,213.0
2007.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,23.0
2007.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,74.0
2007.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,2371.0
2007.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2234.0
2007.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,819.0
2007.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,256.0
2007.0,TUR,GEO,Türkiye,Georgia,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2007.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1437.0
2007.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,701.0
2007.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,133.0
2007.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,5.0
2007.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,56.0
2007.0,TUR,IRL,Türkiye,Ireland,G,Government,A,Appeal,P,Persons,0.0,5.0
2007.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,6.0
2007.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,130.0
2007.0,TUR,ISR,Türkiye,Israel,J,Joint,FA,First and appeal,P,Persons,0.0,178.0
2007.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,394.0
2007.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,51.0
2007.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,76.0
2007.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,5.0
2007.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2007.0,TUR,MLT,Türkiye,Malta,G,Government,A,Appeal,P,Persons,0.0,5.0
2007.0,TUR,MLT,Türkiye,Malta,G,Government,N,New,P,Persons,0.0,5.0
2007.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,103.0
2007.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,55.0
2007.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,49.0
2007.0,TUR,NZL,Türkiye,New Zealand,G,Government,A,Appeal,P,Persons,0.0,5.0
2007.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,5.0
2007.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,11.0
2007.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,12.0
2007.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,40.0
2007.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,18.0
2007.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,9.0
2007.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,38.0
2007.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,290.0
2007.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,621.0
2007.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,5.0
2007.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,5.0
2007.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,28.0
2007.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,24.0
2008.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,5.0
2008.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,17.0
2008.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,36.0
2008.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,417.0
2008.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,284.0
2008.0,TUR,BGR,Türkiye,Bulgaria,G,Government,R,Repeat,P,Persons,0.0,7.0
2008.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,232.0
2008.0,TUR,CHL,Türkiye,Chile,G,Government,N,New,P,Persons,0.0,5.0
2008.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,33.0
2008.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,72.0
2008.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,172.0
2008.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,253.0
2008.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,39.0
2008.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,65.0
2008.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2198.0
2008.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,747.0
2008.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,232.0
2008.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1408.0
2008.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,494.0
2008.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,53.0
2008.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,10.0
2008.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,70.0
2008.0,TUR,IRL,Türkiye,Ireland,G,Government,A,Appeal,P,Persons,0.0,5.0
2008.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,5.0
2008.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,99.0
2008.0,TUR,ISR,Türkiye,Israel,J,Joint,A,Appeal,P,Persons,0.0,40.0
2008.0,TUR,ISR,Türkiye,Israel,J,Joint,N,New,P,Persons,0.0,142.0
2008.0,TUR,ISR,Türkiye,Israel,J,Joint,R,Repeat,P,Persons,0.0,10.0
2008.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,501.0
2008.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,84.0
2008.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,156.0
2008.0,TUR,LTU,Türkiye,Lithuania,G,Government,N,New,P,Persons,0.0,5.0
2008.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,71.0
2008.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,70.0
2008.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,82.0
2008.0,TUR,NZL,Türkiye,New Zealand,G,Government,A,Appeal,P,Persons,0.0,5.0
2008.0,TUR,PAK,Türkiye,Pakistan,U,UNHCR,NR,New and repeat,P,Persons,0.0,5.0
2008.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,5.0
2008.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,17.0
2008.0,TUR,ROU,Türkiye,Romania,G,Government,NR,New and repeat,P,Persons,0.0,81.0
2008.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,26.0
2008.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,5.0
2008.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,72.0
2008.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,222.0
2008.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,254.0
2008.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,519.0
2008.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,5.0
2008.0,TUR,UKR,Türkiye,Ukraine,G,Government,A,Appeal,P,Persons,0.0,5.0
2008.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,13.0
2008.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,48.0
2008.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,54.0
2008.0,TUR,VEN,Türkiye,Venezuela (Bolivarian Republic of),G,Government,N,New,P,Persons,0.0,5.0
2009.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,19.0
2009.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,60.0
2009.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,554.0
2009.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,259.0
2009.0,TUR,BGR,Türkiye,Bulgaria,G,Government,R,Repeat,P,Persons,0.0,23.0
2009.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,247.0
2009.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,53.0
2009.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,76.0
2009.0,TUR,CZE,Türkiye,Czechia,G,Government,A,Appeal,P,Persons,0.0,17.0
2009.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,69.0
2009.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,29.0
2009.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,140.0
2009.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2047.0
2009.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,563.0
2009.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,216.0
2009.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1429.0
2009.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,418.0
2009.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,71.0
2009.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,6.0
2009.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,114.0
2009.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,1448.0
2009.0,TUR,ISR,Türkiye,Israel,G,Government,N,New,P,Persons,0.0,28.0
2009.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,541.0
2009.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,N,New,P,Persons,0.0,7.0
2009.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,129.0
2009.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,94.0
2009.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,5.0
2009.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2009.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,69.0
2009.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,82.0
2009.0,TUR,POL,Türkiye,Poland,G,Government,R,Repeat,P,Persons,0.0,11.0
2009.0,TUR,ROU,Türkiye,Romania,G,Government,,New and appeal,P,Persons,0.0,82.0
2009.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,14.0
2009.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,5.0
2009.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,12.0
2009.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,154.0
2009.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,272.0
2009.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,559.0
2009.0,TUR,UKR,Türkiye,Ukraine,G,Government,A,Appeal,P,Persons,0.0,5.0
2009.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,8.0
2009.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,47.0
2009.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,48.0
2010.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,9.0
2010.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,30.0
2010.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,115.0
2010.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,369.0
2010.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,275.0
2010.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,38.0
2010.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,C,Cases,0.0,10.0
2010.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,299.0
2010.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,58.0
2010.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,121.0
2010.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,34.0
2010.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,68.0
2010.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,51.0
2010.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,117.0
2010.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,1705.0
2010.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1415.0
2010.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,559.0
2010.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,176.0
2010.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,7.0
2010.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1340.0
2010.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,370.0
2010.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,5.0
2010.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,71.0
2010.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,5.0
2010.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,59.0
2010.0,TUR,IRL,Türkiye,Ireland,G,Government,A,Appeal,P,Persons,0.0,5.0
2010.0,TUR,ISR,Türkiye,Israel,G,Government,N,New,P,Persons,0.0,22.0
2010.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,854.0
2010.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,A,Appeal,P,Persons,0.0,7.0
2010.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,N,New,P,Persons,0.0,6.0
2010.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,90.0
2010.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,126.0
2010.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,5.0
2010.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,18.0
2010.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2010.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,92.0
2010.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,12.0
2010.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,74.0
2010.0,TUR,NZL,Türkiye,New Zealand,G,Government,A,Appeal,P,Persons,0.0,5.0
2010.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,5.0
2010.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,19.0
2010.0,TUR,ROU,Türkiye,Romania,G,Government,NR,New and repeat,P,Persons,0.0,70.0
2010.0,TUR,ZAF,Türkiye,South Africa,G,Government,N,New,P,Persons,0.0,5.0
2010.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,6.0
2010.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,19.0
2010.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,9.0
2010.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,32.0
2010.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,240.0
2010.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,153.0
2010.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,462.0
2010.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,68.0
2010.0,TUR,UKR,Türkiye,Ukraine,G,Government,A,Appeal,P,Persons,0.0,6.0
2010.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,7.0
2010.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,38.0
2010.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,49.0
2011.0,TUR,ARM,Türkiye,Armenia,G,Government,A,Appeal,P,Persons,0.0,5.0
2011.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,C,Cases,0.0,82.0
2011.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,90.0
2011.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,414.0
2011.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,430.0
2011.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,90.0
2011.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,332.0
2011.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,28.0
2011.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,33.0
2011.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,32.0
2011.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,25.0
2011.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,74.0
2011.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1737.0
2011.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,468.0
2011.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,99.0
2011.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,181.0
2011.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,13.0
2011.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1578.0
2011.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,316.0
2011.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,34.0
2011.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,9.0
2011.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,25.0
2011.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,118.0
2011.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,657.0
2011.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,NR,New and repeat,P,Persons,0.0,5.0
2011.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,213.0
2011.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,234.0
2011.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,5.0
2011.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,21.0
2011.0,TUR,LVA,Türkiye,Latvia,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2011.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,96.0
2011.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,16.0
2011.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,83.0
