Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications
2011.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,42.0
2011.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,11.0
2011.0,TUR,POL,Türkiye,Poland,G,Government,R,Repeat,P,Persons,0.0,6.0
2011.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,40.0
2011.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,12.0
2011.0,TUR,SRB,Türkiye,Serbia,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,C,Cases,0.0,12.0
2011.0,TUR,SVN,Türkiye,Slovenia,G,Government,R,Repeat,P,Persons,0.0,51.0
2011.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,146.0
2011.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,139.0
2011.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,508.0
2011.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,5.0
2011.0,TUR,UKR,Türkiye,Ukraine,G,Government,A,Appeal,C,Cases,0.0,6.0
2011.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,24.0
2011.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,65.0
2012.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,5.0
2012.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,60.0
2012.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,108.0
2012.0,TUR,AUT,Türkiye,Austria,G,Government,,New and appeal,P,Persons,0.0,273.0
2012.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,340.0
2012.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,109.0
2012.0,TUR,BGR,Türkiye,Bulgaria,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2012.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,363.0
2012.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,17.0
2012.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,25.0
2012.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,12.0
2012.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,13.0
2012.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,54.0
2012.0,TUR,EST,Türkiye,Estonia,G,Government,N,New,P,Persons,0.0,5.0
2012.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,56.0
2012.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,1482.0
2012.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,2054.0
2012.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,396.0
2012.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,79.0
2012.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,200.0
2012.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,9.0
2012.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1457.0
2012.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,302.0
2012.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,32.0
2012.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,17.0
2012.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,30.0
2012.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,350.0
2012.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,478.0
2012.0,TUR,JPN,Türkiye,Japan,G,Government,NR,New and repeat,P,Persons,0.0,296.0
2012.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,422.0
2012.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,10.0
2012.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,N,New,P,Persons,0.0,5.0
2012.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,89.0
2012.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,14.0
2012.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,52.0
2012.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,42.0
2012.0,TUR,NZL,Türkiye,New Zealand,G,Government,A,Appeal,P,Persons,0.0,5.0
2012.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,9.0
2012.0,TUR,POL,Türkiye,Poland,G,Government,A,Appeal,P,Persons,0.0,5.0
2012.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,8.0
2012.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,21.0
2012.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,22.0
2012.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,14.0
2012.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,26.0
2012.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,149.0
2012.0,TUR,CHE,Türkiye,Switzerland,G,Government,A,Appeal,P,Persons,0.0,252.0
2012.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,515.0
2012.0,TUR,UKR,Türkiye,Ukraine,G,Government,A,Appeal,P,Persons,0.0,6.0
2012.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,9.0
2012.0,TUR,USA,Türkiye,United States of America,G,Government,A,Appeal,P,Persons,0.0,40.0
2012.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,64.0
2013.0,TUR,ARG,Türkiye,Argentina,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,38.0
2013.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,104.0
2013.0,TUR,AUT,Türkiye,Austria,G,Government,NR,New and repeat,P,Persons,0.0,302.0
2013.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,204.0
2013.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,103.0
2013.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,183.0
2013.0,TUR,CYP,Türkiye,Cyprus,G,Government,R,Repeat,P,Persons,0.0,29.0
2013.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,11.0
2013.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,5.0
2013.0,TUR,DNK,Türkiye,Denmark,G,Government,A,Appeal,P,Persons,0.0,8.0
2013.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,18.0
2013.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,55.0
2013.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,P,Persons,0.0,9.0
2013.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,1336.0
2013.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1682.0
2013.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,247.0
2013.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,117.0
2013.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,267.0
2013.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,13.0
2013.0,TUR,GEO,Türkiye,Georgia,G,Government,,New and appeal,P,Persons,0.0,5.0
2013.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1521.0
2013.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,247.0
2013.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,6.0
2013.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,30.0
2013.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,6.0
2013.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,84.0
2013.0,TUR,IRL,Türkiye,Ireland,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,517.0
2013.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,487.0
2013.0,TUR,ITA,Türkiye,Italy,G,Government,R,Repeat,P,Persons,0.0,8.0
2013.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,NR,New and repeat,P,Persons,0.0,8.0
2013.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,406.0
2013.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,658.0
2013.0,TUR,KOR,Türkiye,Republic of Korea,G,Government,NR,New and repeat,P,Persons,0.0,5.0
2013.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,N,New,P,Persons,0.0,6.0
2013.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,59.0
2013.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,25.0
2013.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,47.0
2013.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,62.0
2013.0,TUR,NOR,Türkiye,Norway,G,Government,R,Repeat,P,Persons,0.0,5.0
2013.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,12.0
2013.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,12.0
2013.0,TUR,POL,Türkiye,Poland,G,Government,R,Repeat,P,Persons,0.0,5.0
2013.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,25.0
2013.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,5.0
2013.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,7.0
2013.0,TUR,SVK,Türkiye,Slovakia,G,Government,N,New,P,Persons,0.0,5.0
2013.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,11.0
2013.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,107.0
2013.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,187.0
2013.0,TUR,CHE,Türkiye,Switzerland,G,Government,A,Appeal,P,Persons,0.0,324.0
2013.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,373.0
2013.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,64.0
2013.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,5.0
2013.0,TUR,UKR,Türkiye,Ukraine,G,Government,N,New,P,Persons,0.0,8.0
2013.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,18.0
2013.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,48.0
2014.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,34.0
2014.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,137.0
2014.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,203.0
2014.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,144.0
2014.0,TUR,BEL,Türkiye,Belgium,G,Government,A,Appeal,C,Cases,0.0,135.0
2014.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,136.0
2014.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,14.0
2014.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,10.0
2014.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,182.0
2014.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,36.0
2014.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,6.0
2014.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,18.0
2014.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,41.0
2014.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,P,Persons,0.0,5.0
2014.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,1333.0
2014.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1401.0
2014.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,185.0
2014.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,223.0
2014.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,157.0
2014.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,283.0
2014.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,15.0
2014.0,TUR,GEO,Türkiye,Georgia,G,Government,N,New,P,Persons,0.0,11.0
2014.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1565.0
2014.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,241.0
2014.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,30.0
2014.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,41.0
2014.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,7.0
2014.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,101.0
2014.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,15.0
2014.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,503.0
2014.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,384.0
2014.0,TUR,ITA,Türkiye,Italy,G,Government,R,Repeat,P,Persons,0.0,28.0
2014.0,TUR,JOR,Türkiye,Jordan,U,UNHCR,N,New,P,Persons,0.0,14.0
2014.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,496.0
2014.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,845.0
2014.0,TUR,KOR,Türkiye,Republic of Korea,G,Government,N,New,P,Persons,0.0,5.0
2014.0,TUR,LBN,Türkiye,Lebanon,U,UNHCR,N,New,P,Persons,0.0,9.0
2014.0,TUR,LUX,Türkiye,Luxembourg,G,Government,A,Appeal,P,Persons,0.0,29.0
2014.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,5.0
2014.0,TUR,LUX,Türkiye,Luxembourg,G,Government,J,Judiciary,P,Persons,0.0,8.0
2014.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,46.0
2014.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,14.0
2014.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,44.0
2014.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,46.0
2014.0,TUR,NOR,Türkiye,Norway,G,Government,R,Repeat,P,Persons,0.0,6.0
2014.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,9.0
2014.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,5.0
2014.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,31.0
2014.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,5.0
2014.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,10.0
2014.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,130.0
2014.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,155.0
2014.0,TUR,SWE,Türkiye,Sweden,G,Government,R,Repeat,P,Persons,0.0,28.0
2014.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,264.0
2014.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,69.0
2014.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,A,Appeal,P,Persons,0.0,5.0
2014.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,N,New,P,Persons,0.0,5.0
2014.0,TUR,SYR,Türkiye,Syrian Arab Republic,U,UNHCR,R,Repeat,P,Persons,0.0,5.0
2014.0,TUR,UKR,Türkiye,Ukraine,U,UNHCR,N,New,P,Persons,0.0,5.0
2014.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,20.0
2014.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,67.0
2015.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,C,Cases,0.0,40.0
2015.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,69.0
2015.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,193.0
2015.0,TUR,AUT,Türkiye,Austria,G,Government,R,Repeat,P,Persons,0.0,28.0
2015.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,186.0
2015.0,TUR,BEL,Türkiye,Belgium,G,Government,A,Appeal,C,Cases,0.0,110.0
2015.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,118.0
2015.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,16.0
2015.0,TUR,CAN,Türkiye,Canada,G,Government,A,Appeal,P,Persons,0.0,46.0
2015.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,262.0
2015.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,5.0
2015.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,5.0
2015.0,TUR,CZE,Türkiye,Czechia,G,Government,R,Repeat,P,Persons,0.0,7.0
2015.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,29.0
2015.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,53.0
2015.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,P,Persons,0.0,5.0
2015.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,847.0
2015.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1030.0
2015.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,226.0
2015.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,285.0
2015.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,202.0
2015.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0.0,249.0
2015.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0.0,5.0
2015.0,TUR,GEO,Türkiye,Georgia,G,Government,N,New,P,Persons,0.0,31.0
2015.0,TUR,DEU,Türkiye,Germany,G,Government,N,New,P,Persons,0.0,1500.0
2015.0,TUR,DEU,Türkiye,Germany,G,Government,R,Repeat,P,Persons,0.0,267.0
2015.0,TUR,GRC,Türkiye,Greece,G,Government,A,Appeal,P,Persons,0.0,6.0
2015.0,TUR,GRC,Türkiye,Greece,G,Government,N,New,P,Persons,0.0,38.0
2015.0,TUR,GRC,Türkiye,Greece,G,Government,R,Repeat,P,Persons,0.0,5.0
2015.0,TUR,HRV,Türkiye,Croatia,G,Government,N,New,P,Persons,0.0,10.0
2015.0,TUR,HUN,Türkiye,Hungary,G,Government,N,New,P,Persons,0.0,275.0
2015.0,TUR,HUN,Türkiye,Hungary,G,Government,R,Repeat,P,Persons,0.0,17.0
2015.0,TUR,IRQ,Türkiye,Iraq,U,UNHCR,N,New,P,Persons,0.0,160.0
2015.0,TUR,ITA,Türkiye,Italy,G,Government,N,New,P,Persons,0.0,260.0
2015.0,TUR,JPN,Türkiye,Japan,G,Government,A,Appeal,P,Persons,0.0,462.0
2015.0,TUR,JPN,Türkiye,Japan,G,Government,N,New,P,Persons,0.0,926.0
2015.0,TUR,LUX,Türkiye,Luxembourg,G,Government,N,New,P,Persons,0.0,16.0
2015.0,TUR,LUX,Türkiye,Luxembourg,G,Government,J,Judiciary,P,Persons,0.0,16.0
2015.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,N,New,P,Persons,0.0,9.0
2015.0,TUR,MDA,Türkiye,Republic of Moldova,G,Government,J,Judiciary,P,Persons,0.0,5.0
2015.0,TUR,MEX,Türkiye,Mexico,G,Government,N,New,P,Persons,0.0,6.0
2015.0,TUR,MAR,Türkiye,Morocco,U,UNHCR,N,New,P,Persons,0.0,5.0
2015.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,N,New,P,Persons,0.0,56.0
2015.0,TUR,NLD,Türkiye,Netherlands (Kingdom of the),G,Government,R,Repeat,P,Persons,0.0,13.0
2015.0,TUR,NOR,Türkiye,Norway,G,Government,A,Appeal,P,Persons,0.0,60.0
2015.0,TUR,NOR,Türkiye,Norway,G,Government,N,New,P,Persons,0.0,84.0
2015.0,TUR,NOR,Türkiye,Norway,G,Government,R,Repeat,P,Persons,0.0,5.0
2015.0,TUR,NZL,Türkiye,New Zealand,G,Government,N,New,P,Persons,0.0,7.0
2015.0,TUR,POL,Türkiye,Poland,G,Government,N,New,P,Persons,0.0,13.0
2015.0,TUR,ROU,Türkiye,Romania,G,Government,N,New,P,Persons,0.0,44.0
2015.0,TUR,ROU,Türkiye,Romania,G,Government,R,Repeat,P,Persons,0.0,5.0
2015.0,TUR,RUS,Türkiye,Russian Federation,G,Government,N,New,P,Persons,0.0,7.0
2015.0,TUR,ESP,Türkiye,Spain,G,Government,N,New,P,Persons,0.0,7.0
2015.0,TUR,SVN,Türkiye,Slovenia,G,Government,N,New,P,Persons,0.0,5.0
2015.0,TUR,SWE,Türkiye,Sweden,G,Government,A,Appeal,P,Persons,0.0,63.0
2015.0,TUR,SWE,Türkiye,Sweden,G,Government,N,New,P,Persons,0.0,221.0
2015.0,TUR,SWE,Türkiye,Sweden,G,Government,R,Repeat,P,Persons,0.0,32.0
2015.0,TUR,CHE,Türkiye,Switzerland,G,Government,N,New,P,Persons,0.0,387.0
2015.0,TUR,CHE,Türkiye,Switzerland,G,Government,R,Repeat,P,Persons,0.0,37.0
2015.0,TUR,URY,Türkiye,Uruguay,G,Government,N,New,P,Persons,0.0,5.0
2015.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,P,Persons,0.0,15.0
2015.0,TUR,USA,Türkiye,United States of America,G,Government,N,New,C,Cases,0.0,130.0
2016.0,TUR,ARG,Türkiye,Argentina,G,Government,N,New,P,Persons,0.0,12.0
2016.0,TUR,ARM,Türkiye,Armenia,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,AUS,Türkiye,Australia,G,Government,A,Appeal,P,Persons,0.0,126.0
2016.0,TUR,AUS,Türkiye,Australia,G,Government,N,New,P,Persons,0.0,160.0
2016.0,TUR,AUT,Türkiye,Austria,G,Government,N,New,P,Persons,0.0,310.0
2016.0,TUR,AZE,Türkiye,Azerbaijan,U,UNHCR,N,New,P,Persons,0.0,8.0
2016.0,TUR,BHR,Türkiye,Bahrain,U,UNHCR,N,New,P,Persons,0.0,5.0
2016.0,TUR,BEL,Türkiye,Belgium,G,Government,N,New,P,Persons,0.0,652.0
2016.0,TUR,BEL,Türkiye,Belgium,G,Government,A,Appeal,C,Cases,0.0,30.0
2016.0,TUR,BEL,Türkiye,Belgium,G,Government,R,Repeat,P,Persons,0.0,84.0
2016.0,TUR,BEN,Türkiye,Benin,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,BRA,Türkiye,Brazil,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,BIH,Türkiye,Bosnia and Herzegovina,G,Government,N,New,P,Persons,0.0,19.0
2016.0,TUR,BGR,Türkiye,Bulgaria,G,Government,N,New,P,Persons,0.0,15.0
2016.0,TUR,CAN,Türkiye,Canada,G,Government,N,New,P,Persons,0.0,1106.0
2016.0,TUR,CHL,Türkiye,Chile,G,Government,N,New,P,Persons,0.0,9.0
2016.0,TUR,COL,Türkiye,Colombia,G,Government,N,New,P,Persons,0.0,19.0
2016.0,TUR,CYP,Türkiye,Cyprus,G,Government,A,Appeal,P,Persons,0.0,5.0
2016.0,TUR,CYP,Türkiye,Cyprus,G,Government,N,New,P,Persons,0.0,27.0
2016.0,TUR,CZE,Türkiye,Czechia,G,Government,N,New,P,Persons,0.0,23.0
2016.0,TUR,DNK,Türkiye,Denmark,G,Government,A,Appeal,P,Persons,0.0,7.0
2016.0,TUR,DNK,Türkiye,Denmark,G,Government,N,New,P,Persons,0.0,19.0
2016.0,TUR,DOM,Türkiye,Dominican Republic,U,UNHCR,N,New,P,Persons,0.0,5.0
2016.0,TUR,EST,Türkiye,Estonia,G,Government,N,New,P,Persons,0.0,5.0
2016.0,TUR,FIN,Türkiye,Finland,G,Government,N,New,P,Persons,0.0,98.0
2016.0,TUR,FIN,Türkiye,Finland,G,Government,R,Repeat,P,Persons,0.0,5.0
2016.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,500.0
2016.0,TUR,FRA,Türkiye,France,G,Government,N,New,P,Persons,0.0,1017.0
2016.0,TUR,FRA,Türkiye,France,G,Government,A,Appeal,P,Persons,0.0,312.0
2016.0,TUR,FRA,Türkiye,France,G,Government,R,Repeat,P,Persons,0.0,330.0
2016.0,TUR,GBR,Türkiye,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0.0,158.0
